tag_id,tag_name_kor,tag_name_eng,tag_description
95,지역 내 충돌,Area-Impulse,"한 차례 안에 충돌이 벌어지면, 그 차례는 플레이어들이 반복적으로 주고 받는 더 작은 차례로 나누어집니다.이 작은 차례들은 관련된 모든 플레이어가 패스할 때까지 반복해서 진행됩니다(어떤 경우에는 차례 종료 주사위 굴림으로 인해 한 명 이상의 플레이어가 아직 할 거리가 남았는 데도 충돌이 끝나버리기도 합니다).이러한 충돌 속에서, 여러 유닛들은 소진되기 전까지 특정한 그룹 단위로 활성화되고 행동합니다.하지만, ""리더""로부터 반경 내에 있는 유닛들이 한 그룹으로 묶여 활성화되는 것이 아니라, 특정 ""지역""에 있는 유닛 단위로 활성화됩니다. (따라서 이러한 충돌 시스템을 적용하기 위해서는 단순한 육각형 지형이 아닌 정해진 ""지역""이 필요합니다. )이때, ""지역""은 한 충돌에서 활성화되는 유닛의 범위를 정의하기 위해 존재하는 개념입니다. (또한 그 충돌 내에서 어떠한 공격 및 이동이 가능하고 불가능한지를 제한하는 역할도 합니다.)그러므로, 충돌이 벌어질 때, (전통적으로 사용되어 왔던) 내 유닛 다 쓴 다음에 네 유닛 다 쓰는 방식 대신에, 각 플레이어마다 그 플레이어의 유닛들로 이루어진 각 그룹별로 한 번씩 번갈아가며 활성화됩니다.마지막으로, 다음 턴의 충돌이 시작되기 전에, 소진된 유닛들은 초기화되어 활동할 수 있는 권리를 다시 획득합니다."
96,경매 / 입찰,Auction / Bidding,"이 메커니즘 게임에서 플레이어들은 게임 내에서 자신의 위치를 강화하기 위해, 상품 경매에서 나온 물품에 대해 보통 (게임) 화폐를 통해 입찰합니다. 이러한 상품들은 플레이어들이 미래에 할 행동이나 현재 위치를 강화하는데 사용됩니다. 경매는 주어진 항목에 대해 한 명의 승자가 등장할 때까지 입찰을 차례대로 주고 받은 다음 승자에게 해당 물품의 조종권을 주는 것으로 구성됩니다. 보통, 이런 게임에는 어떤 플레이어도 현재 가격에 관심을 갖지 않는 물품이 있을 경우 그 물품의 가격을 떨어뜨리는 규칙이 있습니다. 대부분의 게임에서 한 물품에 대한 승자가 탄생했고, 입찰할 물품이 추가로 있는 경우, 다른 아이템들에 대한 추가적인 경매가 시행됩니다. 이 과정을 경매 단계 내에서 어떤 종료 조건이 발동되거나, 모든 물품이 고갈될 때까지 반복합니다. 이는 일꾼 놓기 게임과 유사합니다. 그러나 이 메커니즘에서는 일꾼이 더 높은 입찰에 의해 쫓겨날 수 있습니다."
97,경매 : 손재주,Auction : Dexterity,"손재주 경매 게임에서 유효한 입찰을 제시하려면 특정한 손재주 행위를 수행해야 합니다. 보통 어떤 유효한 입찰 지역에 입찰 마커 자체를 배치하지만, 이를 구현하기 위한 다른 방법이 사용될 수도 있습니다."
98,경매 : 네덜란드식,Auction : Dutch,"동시다발적인 단일 입찰제로, 시작 가격은 매우 높은 가격으로 시작해서 경매 참가자나 다른 조정 메커니즘에 의해 점점 가격이 줄어들다가, 누군가가 현재 가격에 합의를 선언할 때까지 진행하고, 경매가 종료됩니다. 현재 가격을 받아들인 최초 입찰자가 경매의 승자가 됩니다. 동점자는 없습니다. 네덜란드식 경매는 1회 입찰 경매로도 불립니다. 첫 입찰이 해당 경매의 유일한 입찰이 되기 때문입니다."
99,경매 : 네덜란드식 우선권,Auction : Dutch Priority,"네덜란드식 우선권 경매는 다중 입찰 경매로, 경매에 올라간 품목의 수에 따라 품목의 가격이 결정되는 경매입니다. 경매에서 승리한 입찰자는 선 플레이어로, 현재 그곳에 놓인 입찰 토큰의 숫자와 동일한 현재 가격을 지불할 것인지 결정할 수 있는 우선권을 가집니다. 우선권은 다양한 요인에 따라 결정되는데, 일반적인 차례 순서에 따라 결정되거나, 각 품목별 별도 차례순서에 따라 결정될 수 있습니다. 플레이어들은 자신이 우선 입찰자일때, 보통 입찰 토큰의 수를 줄이기 위해 차례를 넘길 수도 있습니다. 이는 한 품목에 대한 가격을 낮추는 효과가 있습니다."
100,경매 : 영국식,Auction : English,"경매인은 일정 양의 입찰 금액을 요구하고 참가자들은 패들이나 손을 들어 해당 금액을 입찰함으로써 자신의 의지를 표현합니다. 플레이어들은 금액을 올려 입찰할 수 있고, 보통 자신의 실제 입찰 금액을 크게 소리높여 부름으로써 이를 표현합니다. 이 과정은 순서 없이 진행되고, 보통 경매인이 요구한 금액보다 소액을 높이거나, 훨씬 큰 금액을 부름으로써 진행됩니다. 어느 정도 금액에 도달해 일정 시간동안 인상이 없거나, 누구도 더 부를 사람이 없는 것이 명확한 경우, 경매인이 가장 높은 금액을 부른 플레이어를 승자로 선언하면서 경매가 끝납니다."
101,경매 : 고정 위치,Auction : Fixed Placement,"고정 위치 경매는 플레이어들이 어떤 물품에 입찰할 수 있는지에 대한 규칙을 만들고 판 또는 카드로 이를 표현함으로써 다중 입찰 경매를 변형한 상위 메커니즘입니다. 이 방식은 또한 한정 금액 경매와 종종 결합됩니다. 고정 위치 경매는 모든 플레이어가 패스하거나, 어떤 플레이어도 더 이상 입찰할 수 있는 권한이 없을 때 끝납니다. 가장 높게 입찰한 사람이 물품을 얻습니다."
102,경매 : 한 바퀴,Auction : Once Around,"플레이어들은 한 번의 입찰 기회가 있습니다. 이 때 패스하거나, 이전 입찰보다 더 높은 가격을 부릅니다. 입찰 순서는 차례 순서 구조에 따라서 결정됩니다. 마지막 플레이어까지 입찰 기회를 가진 후, 가장 높은 금액을 부른 사람이 승리합니다.이 방식은 경매를 매우 짧게 해주지만(경매를 게임에 포함하는 것은 보통 게임 시간을 길게 만들기 때문에 위험합니다), 경매에서 승리하려면 얼마가 필요한지 알 수 있기 때문에 마지막 플레이어가 입찰에 매우 유리합니다. 따라서 디자이너는 필연적으로 밸런스에 신경을 많이 써야합니다."
103,경매 : 비밀 입찰,Auction : Sealed Bid,플레이어들은 비밀리에 경매에 입찰합니다. 모든 입찰금액은 동시에 공개됩니다. 가장 높은 금액을 입찰한 사람이 승리합니다.
104,경매 : 입찰 포기 전까지 차례 순서대로 입찰,Auction : Turn Order Until Pass,"한 플레이어부터 시작해 차례 순서대로, 플레이어들은 돌아가며 현재 입찰가보다 더 높은 금액을 부르거나 입찰을 포기합니다. 한 플레이어를 제외한 모두가 입찰에 포기하면, 마지막으로 남은 그 한 사람이 이번 경매의 승자가 됩니다."
105,자동적인 자원 증가,Automatic Resource Growth,자원이 자동으로 증가하는 메커니즘은 게임 내의 특정한 조건 및 게임 상태에 따라 발동됩니다(무작위가 아닙니다).
106,베팅과 블러핑,Betting and Bluffing,"[카드를 더 우수한 조합으로 나누어 받거나, 주사위를 굴려 더 높은 숫자가 나오는 등]의 무작위적인 결과에 기반한 게임에서, 다른 모든 사람이 건 판돈을 딸 기회(참여권)를 얻기 위해, 플레이어들은 자금이나 자원을 자신의 판돈으로 겁니다. 플레이어들은 통상적으로 전체 게임 상태에 대한 부분적인 정보만을 가지고 있으며, ""블러프""라고 불리는 행위를 할 수 있습니다. ""블러프""란, 실제 자신이 가진 지위/도구를 부풀려서 마치 더 높은 지위/도구를 가진 것처럼 (게임 내 행동을 통해) 다른 사람에게 보여주는 행위입니다. 그 외에도, 플레이어들은 그 시합에서 ""폴드""하거나, 빠질 수 있습니다. 이렇게 할 경우, 그는 지금껏 자신이 걸어둔 판돈까지만 잃는 것으로 손실을 제한할 수 있습니다."
107,편향,Bias,"구성물이 한 방향을 따라 자동으로 이동하는 메커니즘, 또는 특정 방향으로 이동하는 것이 다른 방향보다 더 용이한 메커니즘.대개 바람(Yacht Race), 해류(Primordial Soup), 중력(Demon's Run), 컨베이어 벨트(RoboRally) 등의 환경적 요소들을 표현하는데 사용됩니다."
108,빙고,Bingo,"물품들이 무작위로 선정되며, 각 플레이어들은 자기 고유 게임판에 사용하기 위해 그 물품들을 필요로 합니다."
109,뇌물,Bribery,플레이어들은 다른 플레이어들로 하여금 특별한 행동을 수행하게 만들기 위해 뇌물을 제안합니다.
110,캠페인 / 전투 카드 드리븐,Campaign / Battle Card Driven,"캠페인/전투 카드 드리븐은 워게임 계에서 비교적 최근에 개발된 메커니즘으로, 각 플레이어가 가진 카드를 통해 플레이어가 행동을 수행합니다. 기본적으로는 행동을 한 번 수행할 때 카드를 한 장 사용하는 식입니다. 전투의 결과를 결정하기 위해 카드를 사용하는 게임들은 이 메커니즘을 사용한 것이 아니며, 오히려 ""카드 사용식 분쟁 해결"" 메커니즘에 가깝습니다."
111,공개 드래프트,Card Drafting,"공개 드래프트란, 플레이어들이 즉각적/장기적 관점에서 이득을 보거나, 게임 내 목적 달성을 위한 특정 조합을 모으기 위해 공용 공급처에서 카드/타일/자원/주사위 등을 집어오는 게임에서 사용되는 메커니즘입니다."
112,카드 사용식 분쟁 해결,Card Play Conflict Resolution,"각 플레이어는 동시에, 또는 연속적으로 1장 이상의 카드를 사용합니다. 이로 인해 분쟁의 기본 결과가 수정되며, 다양한 특수 능력이 사용될 수 있습니다."
113,일등 따라잡기,Catch the Leader,본 게임 시스템은 뒤처진 플레이어에게 혜택을 주거나 앞서가는 플레이어에게 불이익을 줍니다.
114,연쇄,Chaining,기물 자체는 움직이지 않으나 (기존에 놓은 기물을 발판으로) 연쇄적으로 놓입니다. 이러한 방식은 기물이 움직이지 않음에도 불구하고 게임에 역동성을 부여합니다.
115,치트 뽑기 시스템,Chit-Pull System,"주로 워게임에서 전장에서 동시에 벌어지는 일들을 시뮬레이션하고 지휘 및 통제라는 문제를 구현하기 위한 수단으로 사용됩니다. 이러한 시스템에서는 활성 플레이어가 무작위로 ""치트(Chit : 조그만 종이 카운터의 일종)""를 뽑아서 현재 어떤 유닛 집단이 이동할 수 있는지 결정합니다. 이러한 시스템 하에서 활용되는 주요 기믹으로는 특정 리더가 지휘하는 아무 유닛 이동하기, 특정 훈련도의 유닛 이동하기, 유닛을 이동 대신 전투 목적으로 활성화하기 등이 있습니다."
116,닫힌 경제 방식 경매,Closed Economy Auction,"""닫힌 경제""는 어떤 경매 유형에도 적용될 수 있는 메타-메커니즘입니다. 닫힌 경제 방식 경매에서는 경매에서 지불된 모든 금액이 경매 참가자들에게 환원됩니다."
117,명령 카드,Command Cards,플레이어는 손에 든 명령 카드들을 써서 자신의 유닛 중 일부를 활성화하고 행동을 수행하게끔 할 수 있습니다.
118,상품 투기,Commodity Speculation,"투자 메커니즘의 하위 분류로서, 플레이어가 다양한 종류의 상품을 다양한 수량으로 사고 팔 수 있으며 그 가치가 게임 도중 변화하는 것을 가리킵니다."
119,의사소통 제한,Communication Limits,"어떤 게임들은 플레이어들이 서로 자유롭게 의사소통하지 못하게끔 제약을 둡니다. 이러한 제약의 유형에는 특정 종류의 정보를 절대로 공유하지 못하게끔 하는 것도 있고, 특정 유형의 의사소통 방식(예를 들어 말하기)을 금지하는 것도 있습니다."
120,Not Found,Not Found,Not Found
121,연결,Connections,"플레이어들에게는 게임 보드 위의 여러 지점들을 서로 연결하는 목표가 주어집니다. 두 지점을 연결하는 중간 구성물들(주로 ""길""로 표현되곤 하는)의 집합을 하나의 세트로 간주한다면, 본질적으로 이는 Set collection 메커니즘의 일종으로 볼 수 있습니다."
122,강제 입찰,Constrained Bidding,"""강제 입찰""은 다른 경매 유형에 적용될 수 있는 메타-메커니즘입니다. 이 방식에서는 플레이어가 원하는 금액으로 자유롭게 입찰을 할 수 없습니다. 이러한 유형에는 플레이어가 더 높은 금액을 불러야만 하거나, 특정 조합으로 주어진 자원으로만 입찰해야 하는 등이 있습니다."
123,계약,Contracts,"플레이어들은 보상을 얻기 위해 계약을 완수해야 합니다. 이러한 계약은 대개 단순히 무엇을 제일 먼저 하는 것으로 끝나기보다는 치밀한 계획과 조정을 요구하는 특별한 목표라는 형태를 취합니다. 계약은 모든 플레이어가 달성을 경쟁하는 공공 목표일 수도, 또는 각자에게 주어지며 해당 플레이어만 달성 가능한 개인 목표일 수도 있습니다."
124,협력 게임,Cooperative Game,협력 게임에서 플레이어들은 하나 또는 여러 개 주어진 공동의 승리 조건을 달성하기 위해 행동을 서로 잘 조율해야 합니다. 모든 플레이어는 함께 승리하거나 함께 패배합니다.
125,크레용 레일 시스템,Crayon Rail System,"크레용 레일 시스템은 ""경로와 네트워크 건설""의 하위 카테고리입니다. 이 종류의 게임들은 크레용이나 다른 비영구적인 방법으로 게임판에 선을 긋고, 종종 지울 수도 있습니다. 가장 유명한 크레용 레일 게임은 Empire Builder 시스템의 한 부분입니다."
126,치명적 타격 및 실패,Critical Hits and Failures,"주사위를 굴리고, 지정된 숫자를 초과한 숫자는 성공으로 간주합니다. 어떤 눈금(보통 가장 높은 / 가장 낮은 눈)은 추가적인 성공이나 실패를 유발합니다."
127,큐브 탑,Cube Tower,"탑에서 다양한 색깔의 큐브를 떨어뜨려 어떤 색깔이 바닥에 떨어졌는지를 확인함으로써 행동을 해결합니다. 바닥에 나오지 않는 큐브들은 미래 행동에 나오거나, 그에 영향을 미칠 것입니다.Wallenstein이 이러한 게임들의 초기 예시입니다.이 메커니즘은 큐브를 떨어뜨리지만, 탑이 단순히 공개될 때까지 큐브를 숨기는 역할만을 하는 엘 그란데의 카스티요와는 다릅니다."
128,덱 구성,Deck Construction,"가장 먼저, 또는 게임 진행 전에, 플레이어들은 사용할 덱을 만들어야 합니다."
129,"덱, 백, 풀 빌딩","Deck, Bag, and Pool Building","플레이어들은 개별 덱에서 뽑은 카드를 사용하고, 새로운 카드를 얻어 자신의 덱에 카드를 넣고 반복적으로 사용하며, 카드를 얻어 덱을 개선시킵니다.이 카테고리는 백 빌딩, 풀 빌딩 및 기타 관련 메커니즘을 포함합니다.도미니언이 이 메커니즘의 선구자입니다."
130,추리,Deduction,플레이어들은 단서를 기반으로 해서 숨겨진 정보의 정체를 밝히기 위해 노력합니다.Clue와 Sleuth가 대표적인 예시입니다.
131,지연된 구매,Delayed Purchase,"구매한 물품이 바로 게임에 들어오지 않고, 미래의 차례에 들어옵니다.이 메커니즘의 예시로는 도미니언이 있는데, 도미니언에서 구매한 카드는 버린 카드 더미로 갑니다. World in Flames에서는 ""생산 나선""을 사용하여 구매한 부대, 비행기, 함대는 그것을 건조하는데 얼마나 걸리냐에 따라 몇 달 뒤(또는 몇 년 뒤)에 게임에 들어옵니다."
132,주사위 굴림,Dice Rolling,"주사위 굴림은 많은 용도로 사용할 수 있는 메커니즘으로, 가장 명확하게는 무작위성을 주기 위해 사용합니다.전쟁 게임에서 주사위 굴림은 다양한 표와 함께 사용되는데, 특히 양쪽의 힘과 주사위 굴림(6면체 1개, 6면체 2개, 10면체 1개가 가장 일반적입니다)에 따른 결과를 도출해내는 전투 결과표(비율 또는 격차에 따른 결과를 표시한)가 대표적입니다."
133,주사위 기호 해결,Dice Icon Resolution,플레이어들은 사건이나 분쟁을 해결하기 위해 특별 제작 주사위를 굴립니다. 결과가 특정 기호와 일치해야 성공합니다.이 메커니즘은 주사위를 굴린 후에 어떤 결과의 주사위든 행동을 위해 사용할 수 있는 롤 포더 갤럭시에서 사용되는 주사위 일꾼으로 일꾼 놓기와는 다릅니다.
134,서로 다른 주사위로 이동하기,Different Dice Movement,부대나 게임의 상황에 따라 이동하는데 서로 다른 주사위를 사용합니다.이 메커니즘을 사용한 초기 게임으로 Formula Dé가 있습니다. 경주용 차량의 기어를 서로 다른 주사위로 표현했습니다.
135,드래프트,Drafting,"드래프트 게임에서는 플레이어들에게 카드(및 기타 게임 구성물)를 나눠주는 방식을 사용합니다. 순차적이면서 제한적인 선택이 이루어지며 ""고르고 넘기기""가 일반적입니다.그 일반적인 경우에서는 각 플레이어에게 같은 장수의 카드를 나누어 줍니다. 그런 다음 플레이어들은 카드를 1장(이상) 골라 취하고 나머지를 왼쪽으로 넘깁니다. 모든 카드가 누군가에게 선택되거나 버려져서 남은 카드가 없어질 때까지 이것을 반복합니다. 이런 드래프트를 하는 기본 게임으로 7 원더스가 있습니다.변형꼴로는 플레이어 단 한 명만 카드를 받은 뒤 모든 플레이어들이 카드를 받을 때까지 돌아가며 카드를 1장 받고 나머지 넘기기를 하는 것입니다. 이것은 선플레이어에게 크게 유리한 방식이므로, 이에 대해서 테마적으로 납득을 시키거나 플레이어별 유불리의 균형을 잘 맞춰줄 필요가 있습니다.공개적으로 펼쳐진 것들 가운데 선택이 이루어지는 ""공개 드래프트(Card Drafting)""와는 차이가 있습니다."
136,실시간 경과 후 종료,Elapsed Real Time Ending,실시간 경과 후 종료 게임은 일정 수준으로 실제 시간이 지난 뒤 끝나는 게임입니다.Space Alert와 같이 사운드트랙을 사용해서 실시간을 측정하는 방식이 있는가 하면 Escape from Colditz처럼 그냥 시계를 두고 측정하는 방식도 있습니다.
137,감싸기,Enclosure,"영역 감싸기 게임에서 플레이어들은 일정 영역을 둘러싸기 위해 자신이 가진 구성물을 놓거나 이동시킵니다. 영역 감싸기로 가장 오래되고 유명한 게임이라면 단연코바둑이겠으나, 굳이 거기까지 가지 않더라도 이에 해당하는 게임은 많습니다.영역 감싸기는 ""지역 우선권 / 영향력(Area Majority / Influence)""과는 다릅니다. 영역 감싸기에서는 플레이어들이 게임을 하는 동안 구획이 나누어진 게임판에서 실제로 특정 영역을 만들어내는 반면, ""지역 우선권 / 영향력(Area Majority / Influence)"" 게임에서는 각 지역이 이미 만들어져 있고 플레이어들은 그 지역에 대한 통제권을 놓고 경쟁합니다."
138,게임 종료 보너스,End Game Bonuses,게임 종료 보너스 게임은 게임이 종료될 때 플레이어들이 추가 점수를 얻는(또는 잃기도 하는!) 게임입니다.
139,이벤트,Events,"이벤트 게임은 일으키고 말고를 플레이어들이 제어할 수 없는 이벤트가 발생하는 게임입니다. 이벤트에는 즉각적인 효과를 일으키거나, 게임의 상태를 바꾸거나, 그 이후에 다른 행동이 수반되게 만드는 것 등이 있습니다."
140,대단원,Finale Ending,대단원 게임은 게임 종료 시점이 되었을 때 승자를 정하기 위해 특별한 미니 게임을 진행하는 게임입니다.이 메커니즘이 사용된 게임으로는 Monsters Menace America가 있습니다.
141,플리킹,Flicking,플리킹 게임은 플레이어가 물리적으로 행동을 수행하여 그 행위에 따르는 결과를 만들어내는 게임입니다.
142,후속 행동,Follow,"후속 행동 게임에서는 한 플레이어가 행동 하나를 합니다. 그 뒤 다른 플레이어들도 그 행동 또는 그 행동의 변형꼴 행동을 합니다. 이것은 ""행동 드래프트 (Action Drafting)"" 및 ""역할 선택(Role Selection)""과 밀접한 관련이 있으며, 이들 메커니즘과 곧잘 병행해서 등장합니다."
143,역할 선택,Role Selection,"토큰이나 카드를 선택하여, 플레이어의 차례 혹은 행동에 영향을 끼치는 게임입니다. 역할 선택은 효과의 적용, 특별 행동, 비용 줄이기, 비용 제한, 가능한 행동 등에 영향을 끼칩니다. 게임의 시작에 단 한 번 역할을 고르는 것이 아니라, 차례의 시작마다 혹은 몇 번의 차례마다 역할을 고릅니다."
144,병력 운용,Force Commitment,"병력 운용 게임은 플레이어들이 서로 다른 범주의 전장에 자신의 병력을 얼마나 보낼 것인지를 선택하는 게임입니다. 이 경우 (비공개로) 동시에 또는 순차적으로 선택한 뒤에 이를 해결합니다. 약정한 병력을 모두 잃어야 한다는 점에서는 ""경매 / 입찰(Acution / Bidding)"" 방식과 동일하지만, 차이점은 이 메커니즘이 복수의 경쟁 및 동시다발적인 경쟁이 이루어지는 전쟁 게임이나 ""지역 우선권 / 영향력(Area Majority / Influence)"" 게임에 적용된다는 점이 차이입니다.이러한 메커니즘의 초기 형태로는 Dune이 있습니다."
145,구획 덮기,Grid Coverage,"구획 덮기 게임은 Components: Polyominoes와 같이 다양한 형태의 구성물로 특정한 칸이나 구획을 덮는 일련의 메커니즘을 아우릅니다.간혹 ""테트리스 매커니즘""이라고 불리는 이 방식에서는 플레이어들이 구성물의 모양을 효율적으로 사용하기 경쟁을 벌입니다. 우봉고처럼 게임의 주요 메커니즘일 때도 있고 피렌체의 제후처럼 플레이어들이 선택을 계획하게 하거나 플레이어의 선택에 있어 제약의 기능을 하는 보조 메커니즘일 수도 있습니다.활용 가능한 영역을 한 가지 구성물 유형으로 갖추거나 감싸는 게임에서는(특히 공용 공간을 두고 경쟁하는 경우는) ""감싸기(Enclosure)"" 방식을 활용합니다."
146,구획 이동,Grid Movement,구획 이동은 말이 다양한 방향의 구획으로 이동할 때 일어납니다. 구획은 (체스처럼) 정사각형 모양이 될 수도 있고 (아발론 클래식처럼) 육각형 모양이 될 수도 있습니다.한 게임에 (체스나 체커처럼) 많은 말이 쓰일 수도 있고 (Fresco의 bishop처럼) 단 하나의 말만 쓰일 수도 있습니다.
147,핸드 관리,Hand Management,"핸드 관리 게임은 게임에서 카드를 가지고 특정한 배열 또는 그룹의 카드를 사용하고 플레이어가 그에 대해 혜택을 받는 게임입니다. 이상적인 배열/그룹은 게임판 위치, 손에 든 카드나 상대방이 사용한 카드에 따라 달라질 수 있습니다. 자신의 핸드를 관리한다는 것은 주어진 상황에서 사용 가능한 카드를 통해 높은 가치를 얻는 것을 의미합니다. 게임에서 카드는 보통 다양하게 쓰일 수 있어 ‘최적’의 배열이 무엇인지 애매하게 만듭니다.핸드 관리는 행동/신체를 이용한 기능과 관련이 없습니다."
148,육각형 구획,Hexagon Grid,"구성물들이 육각형 모양으로 게임판에 겹치지 않으면서 빈틈없이 놓이며, 이것이 인접지 그리고/또는 이동에 쓰입니다.예전에는 이 카테고리가 ‘육각형과 counter.’로 알려졌습니다. 육각형 구획 메커니즘이 이제 더 넓은 범위의 게임을 의미하게 된 반면 기존의 표현은 이 메커니즘을 활용한 대규모 게임의 중요한 측면을 강조할 때 쓰입니다.‘육각형과 counter.’는 육각형 구획이 있는 지도에서 ‘counter’를 사용하여 즐기는 고전 워게임 메커니즘입니다. 육각형 구획은 사각형 구획에 비해 counter가 등거리로 이동할 때 더 많은 방향(6방향)으로 이동할 수 있게 해줍니다. 이로 인해 사각형 구획에서 대각선으로 이동하는 것에 대한 문제를 피할 수 있습니다(사각형 구획에서는 대각선으로 이동하는 것이 직각으로 이동하는 것보다 거리가 멉니다).구성물들이 육각형 모양으로 게임판에 겹치지 않으면서 빈틈없이 놓이며 인접지 그리고/또는 이동에 쓰입니다.이러한 게임 중 많은 게임들이 ""통제 범위(Zone of Control, 현재는 별도의 메커니즘으로 분류)""의 컨셉을 포함합니다. 통제 구역은 유닛이 상대 유닛 옆으로 이동하거나 또는 상대 유닛 옆에서 이동을 시작할 때, 그 이동을 멈추게 하거나 못하게 만듭니다. 정확한 효과는 구현한 시대나 기타 디자인 문제에 따라 달라집니다."
149,숨겨진 이동,Hidden Movement,"이동이 다른 모든 플레이어들에게 보이지 않게 일어납니다.스코틀랜드 야드가 이 메커니즘을 활용한 고전 명작 게임입니다.이 메커니즘을 활용하는 데 있어 디자이너에게 가장 중요한 과제는 플레이어가 숨겨진 유닛을 이동할 때 실수하지 않도록 이동 규칙을 간단하게 만드는 방법, 또는 게임을 끝마칠 때 이동 경로를 추적할 수 있게 하는 것입니다."
150,숨겨진 역할,Hidden Roles,숨겨진 역할이 있는 게임에서는 한 명 혹은 다수의 플레이어가 서로 다른 역할을 배정받고 이 역할은 게임을 시작할 때 다른 플레이어에게 공개되지 않습니다.
151,숨겨진 점수,Hidden Victory Points,각 플레이어가 얻은 점수를 다른 플레이어에게 공개하지 않습니다.
152,가장 높은 최솟값 점수,Highest-Lowest Scoring,"플레이어의 점수는 여러 카테고리에서 가장 낮은 값이 됩니다. 누구든 가장 높은 최솟값을 가진 플레이어가 게임에서 승리합니다.이 시스템은 보통 크니치아(Knizia) 작가의 점수 방식으로 알려져 있습니다. 이 메커니즘을 일찍이 활용한 예로는티그리스 & 유프라테스가 있습니다. 이 게임에서 플레이어는 서로 다른 4가지 색깔(빨간색, 초록색, 파란색, 노란색)의 큐브를 모으고 가장 큐브의 수가 적은 색깔이 점수가 됩니다. 한 플레이어가 빨간색 12개, 초록색 10개, 파란색 6개, 노란색 2개를 가지고 있다면 이 플레이어의 최종 점수는 2점입니다. 이 메커니즘은 플레이어가 특정 큐브만 집중적으로 모으지 않도록 만듭니다. 가장 높은 최솟값 점수는 완성한 세트만 점수로 계산되는 ""세트 모으기(Set Collection)"" 중 특별한 경우입니다."
153,뜨거운 감자,Hot Potato,플레이어가 가지고 있으면 나쁜 효과를 주는 아이템 하나가 있습니다. 플레이어들은 게임이 끝날 때 또는 별도로 정한 시간에 그것을 갖고 있지 않기 위해 그것을 피하거나 다른 플레이어에게 넘겨주려 고군분투합니다.
154,내가 나누고 다른 사람이 선택,"I Cut, You Choose","한 플레이어가 한 자원 세트를 여러 그룹으로 나눕니다. 다른 플레이어들이 그중 어떤 그룹을 선택할지 먼저 선택합니다.<San Marco>와 <New York Slice>는 이 메커니즘을 활용하였습니다.이 메커니즘은 차례 순서와 같은 더 추상적인 것을 나누는 데에도 사용될 수도 있습니다. 많은 게임에서 첫 번째 플레이어가 갖는 이점을 최소화하기 위해 소위 ‘파이 규칙’ 또는 <Hex>와 같이 ‘교환 규칙’을 사용합니다. 이 게임에서는 첫 번째 플레이어가 첫 번째 행동을 하고 나서 두 번째 플레이어가 다음 두 가지 중 하나를 선택하여 수행합니다. 첫 번째 플레이어의 색깔과 첫 번째 행동을 두 번째 플레이어가 그대로 넘겨 받습니다, 또는 첫 번째 플레이어의 색깔과 첫 번째 플레이어의 첫 번째 행동을 그대로 두고 그에 대응하여 두 번째 플레이어가 첫 번째 행동을 합니다. 그 후에는 일반적인 규칙에 따라 이어서 차례를 진행합니다."
155,충돌 이동,Impulse Movement,한 차례는 일련의 작은 충돌로 나누어집니다. 자기 속도에 따라 유닛들은 특정한 충돌로 이동할 수 있습니다.일찍이 이 메커니즘을 활용한 게임으로는 <Star Fleet Battles>가 있습니다.
156,수입,Income,이 메커니즘 게임에서는 정해진 때마다 플레이어들이 자원을 얻습니다.
157,선택 받지 못한 자원의 가치 상승,Increase Value of Unchosen Resources,"플레이어들이 선택하지 않은 특정 행동이나 자원의 가치가 오릅니다.이 메커니즘을 사용한 대표작으로는 Puerto Rico를 꼽을 수 있습니다. Puerto Rico에서는 선택 받지 못한 직업 위에 동전을 올려 놓습니다. 게임 디자이너는 이 메커니즘을 사용하여 여러 선택지 사이의 밸런스를 간단하게 조절할 수 있습니다.가치를 올릴 때 사용하는 돈은 Puerto Rico처럼 은행에서 가져오기도 하고, Small World처럼 플레이어가 내기도 합니다. Small World에서는 플레이어가 자신이 선택하지 않고 건너뛴 종족 위에 동전을 올려야 합니다."
158,귀납 추론,Induction,"플레이어들이 게임을 통제하고 있는 특정한 규칙을 알아내려 시도하는 게임을 귀납 추론 게임이라고 합니다. 흔히 귀납 추론 게임에서는 게임 마스터가 비밀 규칙을 만든 다음, 플레이어들이 특정한 패턴을 만듭니다. 그 뒤, 게임 마스터에게 그 패턴이 규칙에 부합하는지 아닌지를 검증 받습니다. 이러한 검증 과정을 거쳐, 플레이어들은 비밀 규칙이 무엇인지 알아낼 수 있습니다.귀납 추론 메커니즘을 사용한 게임으로는 Eleusis와 Zendo가 있습니다."
159,방해,Interrupts,"방해는 ""차례 순서(Turn Order)""에 대한 메타 메커니즘입니다. 플레이어들은 일반적인 차례 순서를 방해하는 행동 하나를 해도 됩니다."
160,Not Found,Not Found,Not Found
161,성과 훔치기,Kill Steal,"플레이어들이 협동하여 특정 목표를 달성했지만, 그 목표를 마무리 지어 완성한 단 한 사람만 모든 보상을 챙기는 방식을 성과 훔치기 메커니즘이라 부릅니다.이런 메커니즘을 사용한 게임으로는 Cutthroat Caverns가 있습니다."
162,자리 차지하기,King of the Hill,"자리 차지하기 메커니즘이 있는 게임에서, 게임판의 특정 구간이나 자리를 차지하고 있는 플레이어는 이에 대한 점수 혹은 특별한 이득을 얻습니다. 그 자리를 얼마나 오랫동안 차지할 수 있을까요?"
