game_id,game_title_eng,game_title_kor,game_time,game_min_player,game_max_player,game_detail,game_evaluation
101,Chiken ChaCha,치킨차차,20,2,4,"치킨차차는 플레이어들이 귀여운 닭 캐릭터를 조종해 먹이를 찾는 역할을 하는 재미있는 메모리 게임입니다. 경기장의 테두리에 놓인 먹이 카드를 뒤집어 숨기고, 각 플레이어의 차례가 돌아올 때마다 중앙의 타일을 뒤집어 먹이 카드를 찾습니다. 만약 뒤집은 타일의 먹이 그림이 당신의 닭이 다음으로 이동해야 하는 칸의 먹이 그림과 같다면, 당신의 닭은 그 칸으로 이동합니다. 하지만 그렇지 않다면, 다른 플레이어에게 기회를 양보해야 합니다. 가장 먼저 시작점에 돌아온 플레이어가 게임에서 승리합니다. 이 게임은 기억력과 집중력을 훈련시키는 능력이 필요합니다.","치킨차차는 치장된 치킨이 주인공인 아이들을 위한 메모리 게임입니다. 사용자들은 이 게임을 통해 기억력을 향상시키는 데 매우 도움이 된다고 평가하였습니다. 간단한 규칙과 재미있는 구성 요소로 인해 아이들은 놀이를 즐기면서 능동적으로 참여할 수 있습니다. 또한, 고품질의 게임 재료와 독특하고 아트적인 게임 디자인 덕분에 사용자들로부터 높은 만족도를 받았습니다. 어린이들뿐만 아니라 어른들도 함께 즐길 수 있어 가족 모두의 몰입을 선사하는 게임입니다."
102,Karuba,카루바,40,2,4,"""Karuba""는 2-4명의 참가자가 참여하는 탐험-현실전략형 게임입니다. 각 플레이어는 탐험가들이 보물을 찾아가고 점수를 얻는 경로를 만들기 위해 타일을 놓습니다. 타일은 필드의 특정 위치에 배치되며, 다른 플레이어들이 그 위치에 자신의 타일을 배치하려 할 때 전략이 요구됩니다. 카루바는 다시 말해 루트 계획과 경쟁적인 타일 배치에 중점을 두고 있는 게임입니다. 최고의 보물찾기를 완성하고 가장 많은 점수를 얻는 사람이 게임에서 승리하게 됩니다.","카루바 보드게임에 대한 플레이어들의 다양한 의견을 종합하였습니다. 전체적으로는 긍정적인 반응이 많이 나타났습니다. 많은 사용자들이 규칙 간소화, 빠른 플레이 시간, 높은 재미 요소를 카루바의 큰 장점으로 꼽았습니다. 알기 쉽고 참여감도 높아 가족 단위의 게임으로 적합하다는 평이 많았습니다. 반면, 전략성이 약간 부족하다는 지적도 있었으나, 그럼에도 불구하고 적당한 두뇌 싸움을 즐길 수 있다고 말하는 플레이어들도 많았습니다."
103,Carcassonne,카르카손,30,2,5,"카르카손은 타일 매칭 및 워커 배치 메커니즘을 적용한 전략 보드게임이다. 각 플레이어는 돌아가면서 땅, 도로, 도시, 수도원 등의 조각을 포함한 타일을 뽑고, 이를 이미 어느 정도 완성된 보드에 연결한다. 타일을 놓을 때 워커를 어디에 배치할지 결정하고, 그 지역이 완성될 때마다 포인트를 얻는다. 다양한 전략을 사용하여 가장 많은 점수를 획득하는 사람이 승리한다. 노력과 계획이 필요한 게임으로 인기를 끌고 있다.","""카르카손""은 사용자들로부터 긍정적인 반응을 보이고 있는 보드게임입니다. 이 게임의 간편성과 전략성이 동시에 존재함으로 인해 많은 추천을 받고 있습니다. 또한, 게임 방식이 복잡하지 않아, 가족이나 친구들과 함께 즐기기에 적합하다는 의견이 많았습니다. 그러나 일부 사용자들은 조금 더 도전적인 요소가 추가되면 좋겠다는 피드백도 있었습니다. 여러 사람과 같이 즐길 수 있는 면에서 카르카손의 장점이 많이 부각되고 있습니다."
104,Catan: Cities & Knights,카탄:도시와기사,120,3,4,"카탄:도시와기사는 기본 카탄 게임에 더욱 복잡성과 전략성을 덧붙인 확장팩입니다. 이 확장팩을 통해 플레이어들은 도시를 발전시키고, 기사를 훈련시켜 방어하며, 새로운 상품을 생산할 수 있게 됩니다. 또한 새롭게 도입된 진보 카드를 얻기 위해 과학, 정치, 무역 등 세 가지 분야에서 경쟁합니다. 이 확장팩은 패밀리 게임으로 추천되면서도 전략성이 강하고, 플레이어들 사이의 협상 및 무역, 자원 관리 등 복잡한 게임 메커니즘이 결합된 독특한 게임입니다.","카탄: 도시와 기사에 대한 사용자들의 평가를 종합하면, 이 게임은 전략적인 생각력을 요구하며 다양한 전략을 짜는데 많은 재미를 주고 있다고 합니다. 게임의 새로운 규칙들이 추가로 도입되어 기본 카탄보다 더 복잡하지만, 그만큼 풍부한 지식과 전략을 연마할 수 있는 기회를 제공한다는 평가가 많습니다. 다만, 처음 접하는 사용자들에게는 규칙이 복잡하게 느껴질 수 있으니 초보자들은 기본 룰에 익숙해진 후에 도전하는 것을 추천하고 있습니다. 그럼에도 불구하고, 많은 사용자들은 카탄: 도시와 기사를 사랑하며 계속해서 재방문하고 있습니다."
105,Catan: Seafarers,카탄:항해사,90,3,4,"카탄: 항해사는 ""카탄의 개척자들""의 확장팩 게임입니다. 이 게임은 기본 게임의 규칙에 더하여 다양한 섬들 가운데 건설과 교역을 진행하는 룰을 추가합니다. 바다 타일과 배를 사용해서 새로운 섬들을 탐험하고 건설의 확장을 통해서 점수를 획득하게 된다. 항해사들이 섬을 발견했을 때 플레이어는 섬에 자원을 얻거나 바다를 통해 다른 섬으로 이동하면서 게임을 이끌어 나갑니다. 점수를 가장 많이 획득한 플레이어가 승리하게 됩니다.","카탄:항해사는 사용자들로부터 긍정적인 평가를 받고 있습니다. 사용자들은 기본 카탄 보드게임에 새로운 요소와 전략을 도입한 것을 칭찬하며, 그로 인해 게임의 재미를 더욱 높였다고 평가하고 있습니다. 또한, 섬을 건너가며 땅을 개척하는 컨셉이 게임에 신선함을 주었다는 점을 강조하였습니다. 몇몇 사용자들은 시작할 때 설정이 복잡하다는 점을 지적하였지만, 전반적으로는 꾸준한 인기를 유지하고 있는 게임입니다."
106,Catan,카탄:5-6인확장,90,5,6,"""카탄:5-6인확장""은 원래 게임인 ""카탄""을 5-6명이서 즐길 수 있도록 확장한 게임입니다. 이 게임은 섬내 자원들을 채집하고, 이를 이용해 도시와 도로를 건설하는 전략 보드게임입니다. 순차적으로 행동을 결정하지 않고, 매회 주사위를 던져서 나온 수에 따라 자원 수급을 하며 게임을 이끕니다. 최종적으로 가장 많은 '승리점'을 모은 플레이어가 게임에서 승리합니다. 다양한 전략을 사용하여 자원을 확보하고, 상대방을 방해하는 등의 다양한 경쟁 요소가 포함되어 있습니다.","많은 사용자들이 ""카탄:5-6인확장"" 보드게임을 아주 만족스럽게 즐기고 있습니다. 참여 인원이 많아질수록 더 많은 순간들을 나누고, 전략적인 요소가 추가되어 제 게임이 전보다 더 흥미롭고 즐거워진다는 평가를 주시기도 했습니다. 그러나 조립과정이나 게임 플레이 과정에서 약간 복잡한 부분이 있다는 의견도 있었습니다. 그럼에도 불구하고, 전반적으로 카탄:5-6인확장은 가족이나 친구들과 아주 재미있게 즐길 수 있는 보드게임으로 인정받고 있습니다."
107,Kahuna,카후나,30,2,2,"카후나는 두 명이서 플레이하는 전략 보드게임입니다. 플레이어들은 하와이 군도를 지배하려는 두 명의 대마법사인 카후나들의 역할을 합니다. 게임은 세 라운드로 이루어지며, 각 라운드에서 플레이어는 섬들을 연결하는 다리를 건설하거나 상대의 다리를 파괴하여 최대한 많은 섬을 점령하려고 노력합니다. 상대방의 다리가 더 이상 연결되지 않으면 그 섬은 자신의 것이 되며, 세 라운드 끝에 가장 많은 섬을 점령한 플레이어가 승리합니다.","카후나는 많은 사용자들로부터 높은 평가를 받았습니다.이 게임은 두 명에서 즐기는 전략 보드게임으로, 매우 직관적이라는 장점을 내세우고 있습니다. 플레이어들은 각자의 전략을 구사해 섬의 주도권을 놓고 경쟁하게 되는데, 이 과정이 꽤 재미있고 두뇌를 자극한다는 리뷰가 많습니다. 다만, 규칙을 처음 익힐 때 약간 어려움을 겪을 수 있어 초보자에게는 힘들 수 있다는 단점을 제기한 사용자도 있습니다. 하지만 그럼에도 불구하고 카후나를 플레이한 대부분의 사용자들은 만족도가 높아, 추천한다는 평을 보이고 있습니다."
108,Concept,콘셉트,40,4,12,"콘셉트는 추측과 연상을 통해 말로 표현하기 어려운 개념을 시각적 요소로 전달하는 보드게임입니다. 게임의 기본 구성은 게임판, 컬러 토큰, 그리고 개념 아이콘 카드들로 되어 있습니다. 플레이어는 공통으로 주어진 주제, 사람, 장소, 동물 등을 나타내는 그림 카드를 활용해 말로 설명하지 않고 다른 플레이어들에게 그 개념을 전달하려고 합니다. 플레이어는 시각적 힌트들을 이용해 어려운 말을 하는 대신 그림을 활용하여 표현하는 방식으로 추측과 인지를 이끌어냅니다.","콘셉트는 많은 사용자들로부터 높은 점수를 받았습니다. 게임 참여자들은 상징과 이미지를 통해 주제를 추측하는 독특한 방식에 매력을 느꼈다는 의견이 많았습니다. 그러나 약간의 어려움이 있는 편으로, 초보자나 어린이에게는 조금 복잡하게 느껴질 수 있습니다. 또한, 일부 사용자들은 리플레이 가치가 떨어진다고 지적하였습니다. 그럼에도 불구하고, 대체적으로 참석자들은 엔터테인먼트 요소가 매우 높고 파티 게임으로 적합하다고 평가하였습니다."
109,Coloretto,컬러레또,30,3,5,"컬러레또는 2-5명의 플레이어가 플레이하는 간단한 전략 게임입니다. 각 플레이어의 목표는 동일한 색상의 카드를 모아 많은 점수를 획득하는 것입니다. 게임이 시작되면 플레이어는 조커 카드나 동일한 색상의 카드를 덱에서 뽑거나, 이미 뽑은 카드 뭉치를 선택해 자신의 카드로 가져옵니다. 점수는 자신이 모은 각 색상의 카드에 따라 결정되며, 가장 많은 점수를 얻은 플레이어가 승리합니다. 컬러레또는 전략적인 결정과 리스크 관리를 중요시하는 빠르고 재미있는 게임입니다.","사용자들은 컬러레또 게임에 대하여 전반적으로 긍정적인 평가를 내린 것으로 보입니다. 이 게임의 빠른 진행 시간과 간단한 규칙, 또한 그로 인한 수월한 접근성을 특히 좋아하였습니다. 어린이부터 어른까지 누구나 쉽게 즐길 수 있어 가족 모두의 마음을 사로잡았습니다. 더불어 컬러레또는 추상적인 전략적 사고를 요구하는 요소도 포함하고 있어 고도의 전략이 필요한 복잡성을 원하는 일부 사용자들의 취향까지 만족시켰다는 평가도 있었습니다. 다만, 어떤 사용자들은 주사위나 카드에 의존하는 대신에 자신의 선택에 따라 게임이 결정되기를 원한다는 의견도 있었습니다."
110,Compact Curling,컴팩트컬링,30,2,8,"컴팩트컬링은 전통적인 컬링 경기를 소형화한 보드게임입니다. 이 게임은 슬라이딩 디스크를 사용하여 게임 보드 상의 목표 지점에 가장 가까이 디스크를 배치하는 것을 목표로 합니다. 플레이어는 번갈아 가며 디스크를 슬라이딩하고, 상대의 디스크를 밀어내거나 자신의 디스크를 보호하는 등의 전략을 세우게 됩니다. 점수는 라운드가 끝날 때 마다 집계되며, 가장 점수가 높은 플레이어가 승리하게 됩니다. 휴대가 간편하고 룰이 간단하여 가족단위 또는 친구들과 즐길 수 있는 보드게임입니다.","많은 사용자들이 컴팩트컬링 게임에 대해 긍정적인 평가를 내렸습니다. 이 보드게임은 친구나 가족과 즐기기에 아주 적합하며, 실제 컬링에 대한 규칙을 쉽게 이해할 수 있게 해주는 장점이 있습니다. 대부분의 사용자들이 컴팩트컬링을 실제 컬링 경험을 즐기기에 충분히 흥미진진하고 재미있다고 평가하였습니다. 이 게임의 간편한 규칙과 설정 덕분에 모든 연령의 인원이 함께 즐길 수 있다는 것도 상당히 좋아하는 포인트입니다."
111,Ticket to Ride - Europe,티켓투라이드 : 유럽,60,2,5,"티켓투라이드 : 유럽은 2~5명이 참여할 수 있는 전략 보드게임입니다. 서로 다른 유럽 도시 간의 연결을 생성하고, 지정된 목표대로 철도 노선을 확보하며 점수를 얻는 게임입니다. 플레이어는 카드를 쌓아 철도 노선을 확보하거나, 새로운 목표 카드를 받는 등의 행동을 선택할 수 있습니다. 이 게임의 목표는 가장 많은 점수를 얻는 것이며, 이를 위해 플레이어는 복잡하고 긴 노선을 완성하거나, 자신의 목표를 완료해야 합니다. 독특한 메커니즘과 중요한 전략적 결정 요소로 인해, 플레이어들은 흥미진진한 경험을 누릴 수 있습니다.","티켓투라이드 : 유럽에 대한 사용자 평가들을 종합하였습니다. 대다수 사용자들은 게임의 재미와 전략성을 매우 높게 평가하였습니다. 특히 게임의 규칙이 쉽고 간단하며, 전략적인 요소가 잘 조화되어있어 가족이나 친구들과 함께 즐길 수 있다는 점이 많이 언급되었습니다. 또한, 유럽의 주요 도시들을 잇는 기차 노선을 구성하며 유럽 여행을 즐기는 듯한 즐거움을 느낄 수 있다고 평 입니다. 그러나 일부 사용자들은 룰북이 다소 복잡하다는 단점을 지적하였습니다."
112,Code777,코드777,30,2,5,"코드777은 2-5명의 플레이어들로 진행되는 추리 보드게임입니다. 각 플레이어에게는 세 개의 숫자가 적힌 타일이 배치되지만, 자신의 타일은 보지 못하고 다른 플레이어의 것만 볼 수 있습니다. 플레이어는 질문 카드를 이용해 질문을 하고, 그 답변을 통해 타일의 숫자나 색을 추리해 나갑니다. 누가 제일 먼저 자신의 타일을 정확히 맞추면 그 플레이어가 승리합니다. 코드777은 전략적인 추리와 논리적인 사고가 요구되는 게임입니다.","코드777은 많은 사용자들로부터 긍정적인 평가를 받고 있습니다. 패턴을 찾고 논리적으로 추론하는 과정을 통해 참여자들의 사고력을 자극한다는 평가가 주를 이룹니다. 또한, 높은 재활용성과 간편함 때문에 가볍게 즐길 수 있으며, 다양한 사람들과 함께 즐길 수 있다는 장점도 갖고 있습니다. 일부 사용자들은 초기에 규칙 학습이 다소 어렵다는 단점을 지적하지만, 기본적인 룰을 익히고 나면 굉장히 재미있다는 의견이 많습니다."
113,Coconuts,코코너츠,30,2,4,코코너츠는 러버 코코넛을 던져 상대의 컵에 넣는 2~4인용 경쟁 게임입니다. 각 플레이어는 원숭이 캐릭터를 조종해 코코넛을 튕기는 능력을 사용하여 상대 팀의 컵에 코코너츠를 넣으려 합니다. 성공적으로 코코너츠를 넣으면 그 컵을 자신의 래칫으로 가져올 수 있습니다. 플레이어는 자신의 마법 카드를 사용하여 게임을 유리하게 만들 수 있습니다. 먼저 6개의 컵을 래칫으로 가져오는 플레이어가 게임에서 승리합니다. 적극적인 상호 작용과 운에 의존하여 승리를 노리는 게임입니다.,"사용자들은 ""코코너츠"" 보드게임에 대한 높은 호평을 내놓고 있습니다. 특히 이 게임은 아이들이 즐기기에 적합하며, 단순하지만 재치 있고 빠르게 진행되는 플레이 스타일에 매료된다고 표현하였습니다. 동시에, 컴포넌트의 퀄리티와 포장, 게임의 재미를 극대화하는 신선하고 독특한 메카닉에 대한 칭찬도 눈에 띕니다. 그러나 일부 사용자들은 조금 더 깊이와 전략적 요소가 필요하다는 것에 동의하며, 게임에 익숙해지면 조금 지루할수도 있다는 의견도 있었습니다."
114,Ticket to Ride - Nordic Countries,티켓투라이드 : 노르딕컨트리,45,2,3,"티켓투라이드 : 노르딕컨트리는 2~3명의 플레이어가 참여하는 전략 보드게임입니다. 게임의 목표는 카드를 이용하여 노르딕 지역의 도시들을 연결하며 최대한 많은 포인트를 얻는 것입니다. 한 플레이어가 더 이상 기차를 배치할 수 없을 때 게임은 종료되고, 가장 많은 점수를 얻은 사람이 승리합니다. 또한 서로다른 도시를 연결하는 티켓 목표를 완성하여 추가점수를 획득할 수도 있습니다. 이 게임은 계획력과 전략을 요구하는 동시에 플레이어간의 경쟁도 촉진합니다.","""티켓투라이드 : 노르딕컨트리""에 대한 사용자들의 평가를 종합하면 아래와 같습니다. 이 게임은 복잡한 규칙 없이 즐길 수 있어서 초보자에게도 친숙하고, 전략적인 생각이 필요하여 숙련된 플레이어들에게도 도전적인 게임입니다. 특히, 친구들과 함께하기 좋아서 아주 인기 있습니다. 게임 컴포넌트의 품질 역시 높아서 눈으로 보는 재미까지 더하고 있습니다. 다만 일부 유저들은 플레이 시간이 조금 길다는 단점을 지적하였습니다. 플레이어 수가 3명까지 제한된 것도 아쉬운 점으로 느껴졌습니다."
115,Quoridor,쿼리도,20,2,4,"쿼리도는 2~4명의 플레이어가 대결하는 전략 보드 게임입니다. 플레이어는 각각의 말을 상대방의 기준선까지 먼저 움직여 가야 하며, 이동은 사방으로 한 칸씩만 가능합니다. 또한, 미로 벽을 전략적으로 설치하여 상대방의 이동 경로를 방해할 수 있습니다. 그러나 벽은 절대로 완전히 막아서는 안 됩니다. 전략적인 미로 설치와 빠른 이동이 이 게임의 핵심입니다.","""쿼리도로는 간편한 규칙에도 불구하고 높은 전략성을 갖춘 보드게임으로, 사용자들로부터 많은 호평을 받고 있습니다. 2~4명이 참여할 수 있어 친구나 가족과의 게임 시간을 즐겁게 보낼 수 있습니다. 고요하게 전략을 짜는 재미가 있는 한편, 장애물 로직은 예상치 못한 전환을 가져와서 사람들을 매료시킵니다. 하지만, 약간의 운의 요소가 포함되어 있어 신중한 선택이 중요합니다. 어릴 때부터 어른까지, 모든 사람들이 즐길 수 있는 뛰어난 보드게임입니다."""
116,Qwirkle,쿼클,30,2,4,"쿼클은 색상과 모양을 맞추는 전략적인 타일 배치 보드게임입니다. 6 가지 다른 색상과 6 가지 다른 모양이 있는 108개의 타일로 구성되어 있습니다. 플레이어는 순서대로 타일을 하나씩 보드에 배치하며, 같은 색상이나 모양의 줄을 만드는 방식으로 점수를 얻습니다. 또한 6개의 타일로 같은 색상이나 모양의 줄을 완성하면 '쿼클'을 완성한 것이고, 이때 추가 점수를 획득할 수 있습니다. 플레이어는 전략적으로 타일을 배치하고, 상대방의 쿼클을 방해하는 동시에 자신의 점수를 최대화해야 합니다.","쿼클 게임에 대한 사용자들의 피드백을 살펴보면, 이 게임은 간단한 룰에도 불구하고 전략적인 사고를 요구하는 매력적인 보드게임이라는 결론이 나옵니다. 일부 사용자들은 그래픽 디자인과 컬러가 선명하여 가족 모두가 쉽게 즐길 수 있다고 좋아했습니다. 또한, 어린이들에게는 색상과 모양을 구분하는 능력을 키울 수 있는 교육적인 요소도 존재한다고 평가했습니다. 그러나 일부 사용자들은 게임이 진행됨에 따라 작은 타일을 관리하는 것이 어렵다는 단점을 지적하기도 했습니다. 전반적으로 바둑과 유사한 전략성과 가족 친화적인 요소를 선호하는 사용자들에게 쿼클은 적절한 선택으로 간주됩니다."
117,Quixo,퀵소,15,2,2,"퀵소는 2-4명이 플레이할 수 있는 전략 보드게임입니다. 시작 시 모든 블럭은 빈 상태로보드의 바깥쪽에서 블럭을 빼내 플레이어의 심볼(원 또는 십자)을 그린 후, 빈 위치에 다시 집어넣는 식으로 진행됩니다. 이 과정에서 블럭은 수직, 수평, 대각선 어느 방향으로든 움직일 수 있습니다. 보드 상에 일렬로 5개의 블럭이 플레이어의 심볼로 이루어질 때 그 플레이어가 이기게 되는 게임입니다. 전략적인 결정과 미래 예측 능력이 중요한 게임입니다.","'퀵소' 게임에 대한 사용자 평가를 보면 일반적으로 매우 긍정적입니다. 많은 사용자들이 퀵소의 규칙이 간단하면서도 전략적인 두뇌게임이라며 추천하곤 합니다. 또한, 어린이부터 성인까지 모든 연령층이 즐길 수 있는 가족 게임으로 인기를 끌고 있습니다. 게임시간도 적당해 바쁜 일상 속에서 손쉽게 즐길 수 있다는 평가가 대다수이며, 높은 재플레이가치 덕분에 여러번 플레이해도 지루하지 않다는 의견이 많습니다."
118,Clue,클루,35,2,6,"클루는 수사 추리가 중심인 보드 게임입니다. 게임 시작 전에 일정한 캐릭터, 장소, 무기 카드 묶음을 비밀스럽게 추출하고, 플레이어들은 이 카드들에 설명된 범인, 범행 장소, 범행 도구를 추리해나가는 게임입니다. 각 플레이어는 차례를 돌며 주사위를 굴려 이동, 다른 플레이어에게 자신이 가진 증거 카드를 질문을 통해 확인하거나, 자신의 의심을 표명하며 카드의 신원을 드러내려 시도합니다. 이런 과정을 반복하며 최종적으로 비밀 카드의 정체를 가장 먼저 밝히는 플레이어가 승리되는 게임입니다.","사용자들은 클루 게임에 대해 매우 긍정적인 평가를 내리고 있습니다. 이 게임은 뛰어난 전략성과 몰입감을 제공하며, 전반적으로 머리를 쓰는 데 능숙한 사람들에게 적합한 게임이라는 평가를 받았습니다. 보드게임을 좋아하는 사람이나 공간을 따라 퍼즐을 풀어야 하는 게임을 선호하는 사람들에게는 이상적이라는 의견이 많았습니다. 그러나 어린이나 초보자가 처음 시작하기에는 상당히 어려울 수 있다는 단점도 지적되었습니다. 또한, 일부 사용자들은 게임의 길이가 다소 길다고 느낀다는 제안을 내주었습니다."
119,Targi,타르기,60,2,2,"타르기는 2인용 전략 보드게임으로 플레이어들은 투아레그족의 지도자 역할을 맡습니다. 주사위를 굴리는 대신, 플레이어는 가로, 세로 행을 교차하는 곳에 자신의 족장 말을 배치함으로써 특정 카드를 획득합니다. 이 카드들은 자원을 얻거나 점수를 얻는 데 사용되며, 실제로 카드를 얻기 위해선 적절한 자원이 필요합니다. 게임이 진행됨에 따라 플레이어는 자신의 사막 보드에 카드를 배치하여 특별한 능력을 얻거나, 더 높은 점수를 향해 앞으로 나아갑니다. 서로의 보드를 관리하고 전략을 세우는 것이 이길 수 있는 중요한 요소입니다.","사용자들의 평가를 보면, ""타르기""는 전략적인 플레이가 가능한 깊이 있는 게임으로 인기를 끌고 있습니다. 그들은 플레이어 간 상호작용과 비직관적인 결정력이 필요하다는 점을 칭찬했습니다. 플레이어들에게 필요한 전략적 선택과 계획을 짜는 능력을 평가하여 주변 사람들과 함께 즐기기에 적합하다는 평도 있습니다. 그러나 일부 플레이어들은 게임 매칭에 상당한 시간이 소요된다는 점을 지적했습니다. 이 게임을 통해 단시간 내에 두뇌를 충분히 활용하는 경험을 할 수 있어 많은 플레이어들에게 즐거움을 주고 있다는 점은 분명해 보입니다."
120,Tabula's wolf,타뷸라의늑대,30,8,24,"타뷸라의 늑대는 전략과 능력치를 사용하는 숨기기 찾기 스타일의 보드게임입니다. 플레이어는 늑대 또는 농부로서 경쟁하며, 늑대는 농부를 먹기 위해 숨어 다니고 농부는 늑대를 찾아 내는 역할을 합니다. 각 플레이어는 특수 능력을 활용하여 게임에서 우세를 가지려 합니다. 전략적 생각과 선택이 필요하며, 다른 플레이어의 행동을 예측하는 것이 중요합니다. 타뷸라의 늑대는 간단한 룰과 진행 방식으로 빠르게 배울 수 있으나, 깊은 전략이 요구되어 매번 새로운 경험을 제공합니다.","사용자분들이 '타뷸라의늑대' 보드게임에 대해 주로 높은 평가를 주셨습니다. 특히 전략적인 사고가 요구되어 참가자들의 설레임과 긴장감을 유발한다는 점이 매우 인기를 얻었습니다. 또한, 게임의 뛰어난 그래픽과 세련된 디자인에 대한 칭찬도 많았습니다. 하지만 일부 사용자들은 게임규칙의 복잡성에 대해 약간의 어려움을 경험하였습니다. 어려움에도 불구하고, 대부분의 리뷰어들은 이 게임을 친구나 가족과 함께 즐기는 시간으로 아주 보람찬 경험이었다며 추천하였습니다."
121,Timeline: Korean History,타임라인:한국사,15,2,8,"""타임라인:한국사""는 플레이어들이 한국의 역사적 사건들을 올바른 시대 순서대로 배치하는 보드게임입니다. 각 플레이어는 초기에 카드 몇 장을 받거나, 게임 도중에 새 카드를 뽑습니다. 이 카드들은 뒷면에 시대가 표시되어 있으며, 플레이어는 카드를 시대 순으로 배치하여 게임판 상의 타임라인을 완성해야 합니다. 플레이어가 카드를 잘못 배치하면 그 카드를 버리고 새 카드를 받습니다. 먼저 자신의 카드를 모두 올바르게 배치한 플레이어가 승리합니다. 이 게임은 한국 역사의 이해와 메모리를 동시에 검증해줍니다.","타임라인:한국사 게임에 대한 사용자들의 평가를 바탕으로 한 요약을 해 드리겠습니다. 전반적으로 사용자들은 이 게임을 통해 한국 역사에 대한 지식을 즐겁게 학습할 수 있었다고 말씀하셨습니다. 디자인도 깔끔하고 카드도 상세한 역사 정보와 함께 잘 정리되어 있다는 평가가 많았습니다. 그러나 일부 사용자들은 난이도가 다소 높아 초등학생 이하 어린 아이들에게는 어려울 수 있다는 단점을 지적하였습니다. 또한, 게임 설명서가 불충분하다는 점도 개선되어야 할 부분으로 지적되었습니다. 그럼에도 전체적으로는 재미와 교육성을 동시에 즐길 수 있는 게임으로 호평받았습니다."
122,Turtle Block,터틀블럭,15,2,8,"터틀블럭은 창의력과 전략을 동시에 요구하는 보드게임입니다. 이 게임의 목표는 플레이어들이 필드 위에 주어진 터틀블럭들을 적절히 배치하여 가장 높은 점수를 획득하는 것입니다. 터틀블럭은 다양한 형태와 크기의 고유한 블록들로 가득하며, 이를 조합하는 데 섬세함과 전략이 필요합니다. 개개인의 블록 배치는 게임의 결과를 크게 좌우하기 때문에, 순발력과 판단력이 중요한 역할을 합니다. 따라서, 터틀블럭은 비단 재미만 아니라 적응력과 창의력, 전략적 사고를 향상시키는 놀라운 방법입니다.","많은 사용자분들이 터틀블럭 게임에 매우 만족하고 계십니다. 복잡하지 않은 규칙과 친근한 디자인 때문에 아이들이 쉽게 접근할 수 있다는 점을 강조하고 있으며, 동시에 논리적 사고력을 기르는 데 도움을 준다는 평가도 있습니다. 하지만, 일부 사용자분들은 말풍선에 적힌 설명이 조금 불분명하다는 의견도 있으니, 이 부분이 약간 아쉽다는 반응도 있습니다. 전반적으로, 터틀블럭 게임은 가족 단위의 보드게임으로 적합하며, 아이들의 학습 도구로 추천한다는 의견이 대부분입니다."
123,Tumblin Dice,텀블링다이스,30,3,10,"텀블링다이스는 동적인 스킬과 전략이 결합된 보드게임입니다. 게임의 목적은 주사위를 경사진 보드에 던져 떨군 후, 주사위가 멈춘 점수 영역의 점수와 주사위의 숫자를 곱해 얻은 점수를 가장 많이 모으는 것입니다. 또한, 경쟁자의 주사위를 밀어내거나 점수를 줄이는 전략을 사용할 수 있습니다. 매 라운드 마다 전략을 생각하고 정교한 손동작으로 주사위를 던져야 하므로, 순발력, 판단력, 정교함을 요구하는 게임입니다.","텀블링다이스 게임에 대한 사용자들의 반응은 대체로 긍정적입니다. 사용자들은 주사위를 굴리는 간단한 규칙에도 불구하고 그 랜덤성과 운을 시험하는 짜릿함에 홀딱 빠져들었습니다. 게임의 소요 시간이 짧다는 점과 운빨과 실력이 동시에 요구된다는 점도 많은 사람들이 좋아하는 이유입니다. 다만, 일부 사용자들은 제품의 품질에 대해 불만을 제기하였습니다. 특히 구성품의 내구성과 주사위의 품질에 대해 만족하지 못했다는 평가가 있었습니다. 전반적으로, 텀블링다이스는 간단하면서도 재미있는 보드게임으로 많은 사랑을 받고 있습니다."
124,Tumblin' Monkeys,텀블링몽키,15,2,4,"텀블링몽키는 흥미진진한 전략 기반의 패밀리 보드게임이다. 게임은 초록, 주황, 노란색, 빨간색 막대가 교차하는 나무에서 진행됩니다. 선수들은 차례로 주사위를 굴려 나오는 색상의 막대를 뽑아야 합니다. 핵심은, 뽑은 막대가 원숭이를 떨어트리지 않게 하는 것이다. 원숭이를 가장 적게 떨어트린 선수가 승리한다. 이 게임은 신중한 생각과 기술이 필요하며, 가족 모두가 즐길 수 있다.","텀블링몽키는 대부분의 사용자들로부터 긍정적인 평가를 받고 있습니다. 아이들부터 어른까지 즐길 수 있는 유쾌한 게임이라는 의견이 많습니다. 전략적인 사고를 요구하면서도 간단하여 누구나 쉽게 배울 수 있다는 점이 장점으로 꼽히고 있습니다. 다만, 몇몇 사용자들은 구성 요소가 약해 쉽게 망가질 수 있다는 점을 지적하였습니다. 그럼에도 불구하고 이 게임은 가족 단위의 플레이에 아주 적합하다는 평이 많으며, 특히 아이들의 손재주와 집중력 향상에 도움이 된다는 평도 있습니다."
